cell_type	COMET_0003M1	COMET_0005M1	COMET_0008M2	COMET_0027M1	COMET_0071M1	COMET_0111M1	COMET_0122M2	COMET_0134	COMET_0138	COMET_0145	COMET_0151	COMET_0169	COMET_0172	COMET_0182	COMET_0190M3	COMET_0192	COMET_0233M2	COMET_0255	COMET_0272	COMET_0277M1	Lme_0015	Lme_0017	Lme_0027M1_1	Lme_0033M1_2	Lme_0042M1_2	Lme_0047M1_2	Lme_0072M1_2	Lme_0078M1_1	Lme_0081M1_1	Lme_0087	Lme_0098	Lme_0110	Lme_0067	Lme_0101	Lme_0095	PC_0234M1	PC_0256M1	PC_0422M1	PC_0574M1	PC_0344M1
NK cell	0	0.017173252412170745	6.2357044187566544e-18	8.495089329431173e-19	4.097557124240307e-18	4.262962300748751e-19	8.86491174994402e-18	0	8.078801674126385e-18	0	0	0	8.30594847796132e-18	3.386492079461586e-18	2.7677863396625403e-19	0	8.439160257590794e-18	0	0	7.777955033714137e-18	0	2.2808340603320553e-17	4.250481475696003e-18	6.2042051367357324e-18	0	0.017277668779724996	0	0.0091128660388658	0.00247233926963795	0	0	5.773880047772479e-18	7.913907036464649e-18	0.00411900982217028	0	0	0	0	4.578675784507086e-18	5.189503678439592e-19
T cell NK	1.4996711668691978e-18	0	0.04265572498452712	4.300678728519834e-4	2.119160725399613e-19	0.03528703587535589	0.02117175386274405	0.013585407451652988	0.018174783705606577	0.0031429802995133747	0.024825729722037664	0.05612615892109806	0.0051172403835796935	0.0811601512048363	0.032856411973896056	0.0032019563102486798	0.01682773175324354	0.012700936303275878	0.031494762999851766	0.04511889339158295	0.01198853078886264	0	0.01202553431096172	0.0038615435244422924	0.014853559244617289	0.03154616591627786	2.590468465012977e-18	0.019263654845853576	0.007566703583118659	8.392322305804242e-19	0.030341902833052863	0.0794389468996616	0.0022555636686500406	0	0	0.0012989844755219133	1.8370777064966227e-19	2.8648619097561018e-18	0	0.00566296247262541
Plasmacytoid dendritic cell	0.009908993061446082	0.04159825459913132	5.89475336298195e-20	0.037272719738729206	2.5229397574536363e-20	0.04172649250118259	0.015161228438039158	0.0029419159792788696	0.024393817828686343	0.0496910516633463	0.024417487532305937	0.002692177825280539	0.013336423309522312	0.030497093112922785	0.033893389606649706	0.001541029448177711	0.0022674540659461248	0.013981645036702283	0.037742143122967746	0.031050948635982217	0.0577232594972599	0.015138331589752379	0.0011710085861422323	0.05684810767888727	0.022560260867615402	0.019060870005940898	0.024586111399391413	0.0329932506962442	0.03839507053784263	0.03042117835739304	0.0012039779127181636	0.030344788412181554	0.010469546242949277	0.0028650478772858927	0.0051724130423911096	5.012823359838093e-19	0	0	3.323619536750866e-18	8.326721643858785e-5
B cell plasma	1.3067790461255687e-19	0.013063774205024954	0.006165743414397769	2.2866511295096253e-19	0	4.3968030730750834e-4	0.006005847728323754	0.0016669830499551814	0.005940448048924316	9.942590213537314e-4	0.0025080765127674146	0.011793013815215619	0.007251684243259535	6.965348592313961e-4	0.002041926928144444	1.9657641595201292e-19	0.007384204135622962	0.0040399670410500455	0.0031908609728478724	0.004455096595746938	0.008005491442238643	0.0010626367888378542	1.1101420718851506e-19	6.277264165364196e-5	0.0014890872780090486	0.03180016849686538	0.007558206661016086	0.0031447515710132413	0.009848625005358082	0.005962398303572589	0.008523541624490705	0.012799496046924298	0.03227319548184522	0	0.004297890418352209	0.018850563630091542	0.002357763420712534	2.686942300134927e-19	0.00134848173437543	5.08755805063434e-4
T cell gamma delta	0	0.01084301771937932	0	5.771120840985604e-18	8.386734089605196e-19	4.17801766643619e-18	0	0	0.004217771613699837	0	2.1723140465121597e-18	0	0	0	0	0	8.779369466417764e-18	0	7.713985374643436e-18	2.129616271934853e-20	0	1.2555344103306434e-18	0	0	4.188545333918958e-18	4.4318137184902604e-18	0	5.994929389870724e-20	5.2415321175283125e-19	3.3026698555885063e-18	0	0	4.426892802020369e-18	5.000526942701348e-4	4.693383423904704e-19	0.002037968972656885	0	0	2.985921009220858e-18	0
T cell CD4+ Th1	0	4.526809922245692e-4	7.553767385660633e-4	0.018814642070480777	0	0.016533499362649338	0.018053576219874135	0.008004345380529364	0.01908677662415772	0.041894857822827106	0.01405571350546308	0.028179664165569954	5.385196169289679e-19	0.06536647851433515	0.007615690500883006	0	0.006228919637093257	0.012080410995049824	0.02177742219820906	0.01224982715394351	0	0.022721796519556782	0.005766182178875165	3.724627035216009e-18	1.0662367521702605e-18	0	0	0	0	0	1.5984841418822436e-18	0	0	0	4.03637245110829e-18	0	1.694999933816325e-18	0	0	4.32044519218218e-19
T cell CD4+ Th2	0.10521307973273454	0.2496959697660736	0.05752608594661074	0.10144761107971996	0.0052717645805600314	0.00971359896771671	0.0681977704580063	0.00993001730429329	0.04372336195381989	0.19126291319943103	0.01653147643837364	0.1060367437641396	4.694683091177367e-18	0.049100768883224837	0.04989315301332789	0.12275013646286045	0.06293939965141097	0.1906277404198852	0.03482473022361832	0	0.10932722381079477	0.07537997648640901	0.10111248503900883	0.08469101863745815	0.13090896482546735	0.07415986994673628	0.11886565093478339	0.03569471181814538	0.07507854883472584	0.11162325475947124	0.1608012143112463	0.13614461059335134	0.22656489136452593	0.032421654169122106	0.3311139406808096	0.04759666578252866	0.1738481349103078	0.0150260337432051	0.1886136951461336	0.008779297013799968
T cell regulatory (Tregs)	0	3.935964360702506e-18	0	0	0	0	0	0	0	1.2463312956007654e-18	6.122981864265608e-18	0	6.649074233018041e-18	0	2.5961184728000916e-18	0	2.067831844597891e-18	4.445494205422569e-18	1.0447027266587265e-17	0	0	0	2.299562805221336e-18	3.68527294666923e-18	3.0580575664477673e-18	0	2.0837242570004155e-17	0	2.9664591864035325e-19	3.829537703476355e-18	0	0	0	2.83994100656931e-18	0	0	0	0	0	2.3058249829139217e-18
immune score	0.07722331151551415	0.11474381283626883	0.02614476861771632	0.07125723484095754	0.04389600654792186	0.11091652325321956	0.013041156903536235	0.033179697166762695	0.011686592628589836	0.06213228631168732	0.019617128433662034	0.010679729324888738	0.09671311616749234	0.008938164387088597	0.034853557567430464	0.11435581133440902	0.012944949630339465	0.027240209802288085	0.00369560285399359	0.021284957233309327	0.028641280398979185	0.0017033581099884908	0.07414313580260166	9.367167006991535e-4	0.00464405189734106	0.11884584201048681	0.053629896218863514	0.04822616518295978	0.05379702933713432	0.01631615162428528	0.02492567063570759	0.12821708007908125	0.19545163803506918	0.03842285728549092	0.011228158960080501	0.03339615478511165	0.012740162204097745	0.06702172501010852	0.013223429501125941	0.0687633468157336
stroma score	0.05513529613708876	9.032970074161303e-19	1.9342142808064513e-18	0.042619956826451054	0.08622522462610122	0.09594613100281577	0	0.007583043989699975	1.3702717446613317e-19	0.021298748114513377	0.011508085151874783	3.938397220042082e-18	0.16735890085668426	0.014824627107733057	0.0048664438532069546	0.01644573643915107	0.004484378446946434	0.0022529501541080784	1.817238596042232e-18	0.014011084439166079	0.001978977026901361	0.001558281982301596	0.008492630031581268	0	0.004679695177735239	0.007492153853258434	0.003774073468164161	0.03733642155530994	1.8433134236560315e-19	0.07387944096820738	0.0013378069792347486	0.009180644494551584	0.05825197862404764	0.04069872262509478	4.2686382668606437e-4	0.02506782191134216	0.054272482787927595	0.20164134421969876	0.0993339121899752	0.040020570767530364
microenvironment score	0.1323586076526029	0.11474381283626883	0.026144768617716325	0.11387719166740859	0.13012123117402308	0.20686265425603534	0.013041156903536235	0.04076274115646267	0.011686592628589836	0.0834310344262007	0.03112521358553682	0.010679729324888742	0.2640720170241766	0.023762791494821654	0.03972000142063742	0.1308015477735601	0.0174293280772859	0.02949315995639616	0.0036956028539935916	0.03529604167247541	0.030620257425880544	0.0032616400922900867	0.08263576583418293	9.367167006991535e-4	0.0093237470750763	0.12633799586374525	0.05740396968702768	0.08556258673826972	0.05379702933713432	0.09019559259249266	0.02626347761494234	0.13739772457363283	0.25370361665911684	0.0791215799105857	0.011655022786766566	0.058463976696453805	0.06701264499202533	0.26866306922980726	0.11255734169110114	0.10878391758326396
